,Country,Country Code,Year,Exports (% of GDP),FDI (% of GDP),GDP (USD),Imports (% of GDP),Inflation (%),Density (p/km2),Population,Unemployment (% of total labor force)
704,Singapore,SGP,1972,106.7390964,5.918433207,18490762293.0,122.3142984,2.080758138,3212.537313,2152400.0,0.0
705,Singapore,SGP,1973,118.3366039,9.545355452,20451338376.0,127.3923583,19.63673058,3273.134328,2193000.0,0.0
706,Singapore,SGP,1974,149.4716087,6.515152318,21702429444.0,164.4933522,22.36842105,3328.059701,2229800.0,0.0
707,Singapore,SGP,1975,137.1215046,5.179977656,22568082630.0,146.4486805,2.536531569,3377.014925,2262600.0,0.0
708,Singapore,SGP,1976,149.4807844,3.646084696,24246508583.0,156.4192116,-1.841892982,3422.835821,2293300.0,0.0
709,Singapore,SGP,1977,162.7589707,4.403737524,25907986616.0,164.2247389,3.163950144,3470.597015,2325300.0,0.0
710,Singapore,SGP,1978,165.4383937,3.989646352,27922897876.0,169.1635674,4.872543813,3512.835821,2353600.0,0.0
711,Singapore,SGP,1979,184.6773125,8.992566174,30590776840.0,190.3330937,4.076465375,3557.462687,2383500.0,0.0
712,Singapore,SGP,1980,202.0062158,10.38772838,33684535932.0,208.9305594,8.526943194,3602.902985,2413945.0,0.0
713,Singapore,SGP,1981,198.1826568,11.71034171,37327829502.0,201.5956115,8.182021968,3780.350746,2532835.0,0.0
714,Singapore,SGP,1982,185.352489,9.959122803,39978906023.0,187.1846786,3.91628678,3949.949254,2646466.0,0.0
715,Singapore,SGP,1983,166.8655736,6.375949254,43398894385.0,166.2814651,1.196410768,4001.583582,2681061.0,0.0
716,Singapore,SGP,1984,156.4641125,6.591966731,47214649404.0,156.6594138,2.600985222,4077.941791,2732221.0,0.0
717,Singapore,SGP,1985,152.2223147,5.464176773,46920643003.0,151.922531,0.480122911,4083.51791,2735957.0,0.0
718,Singapore,SGP,1986,148.7309471,9.201629956,47550698283.0,146.0955134,-1.385703364,4079.661194,2733373.0,0.0
719,Singapore,SGP,1987,164.003337,13.5578926,52685190573.0,161.0351376,0.523306522,4141.476119,2774789.0,0.0
720,Singapore,SGP,1988,184.7141149,14.40513959,58619435554.0,175.1530441,1.523185192,4247.922388,2846108.0,0.0
721,Singapore,SGP,1989,179.2956931,9.47499553,64574483561.0,168.2769926,2.345456272,4374.479104,2930901.0,0.0
722,Singapore,SGP,1990,177.1925444,15.42354724,70916278731.0,167.1396734,3.460753387,4547.958209,3047132.0,0.0
723,Singapore,SGP,1991,168.5461939,10.74886004,75659441373.0,155.3418009,3.425701731,4679.228358,3135083.0,2.18
724,Singapore,SGP,1992,161.7259498,4.228526874,80683081175.0,149.5863175,2.263071187,4821.937313,3230698.0,3.09
725,Singapore,SGP,1993,161.6505196,7.732744325,89929080594.0,151.7656202,2.289299644,4945.479104,3313471.0,3.07
726,Singapore,SGP,1994,166.193359,11.60275062,99907331976.0,150.0231886,3.100132626,5103.056716,3419048.0,3.03
727,Singapore,SGP,1995,181.1209409,13.60063454,107076000000.0,164.338323,1.720533848,5260.456716,3524506.0,3.3
728,Singapore,SGP,1996,175.6431124,11.87212078,115076000000.0,159.2680509,1.383180525,5478.662687,3670704.0,3.57
729,Singapore,SGP,1997,169.2968861,15.68230754,124646000000.0,154.567536,2.003586185,5665.728358,3796038.0,2.5
730,Singapore,SGP,1998,166.7875705,6.950616497,121915000000.0,145.2916852,-0.267502293,5861.51194,3927213.0,3.41
731,Singapore,SGP,1999,176.7450129,21.84975776,128887000000.0,159.7398335,0.016709834,5908.541791,3958723.0,4.85
732,Singapore,SGP,2000,188.3508903,16.14923704,140536000000.0,176.0136302,1.361623924,6011.771642,4027887.0,3.7
733,Singapore,SGP,2001,182.8941807,18.93961756,139031000000.0,166.397925,0.997197956,6176.137313,4138012.0,3.76
734,Singapore,SGP,2002,184.0861181,6.653710473,144486000000.0,165.6598959,-0.391676867,6186.592593,4175950.0,5.65
735,Singapore,SGP,2003,202.5862064,17.46258577,151057000000.0,174.6323579,0.5079053,5989.557496,4114826.0,5.93
736,Singapore,SGP,2004,213.9516954,21.20237251,166072000000.0,187.5720171,1.662727199,6047.407837,4166664.0,5.84
737,Singapore,SGP,2005,225.1596677,15.11338609,178306000000.0,195.2708452,0.425106277,6191.236575,4265762.0,5.59
738,Singapore,SGP,2006,228.0376171,26.32660553,194365000000.0,197.3257825,0.962901778,6342.024496,4401365.0,4.48
739,Singapore,SGP,2007,212.7793937,26.16195416,211900000000.0,181.5090782,2.104880036,6602.300719,4588599.0,3.9
740,Singapore,SGP,2008,228.9937709,7.023479676,215849000000.0,208.332944,6.627781774,6913.422857,4839396.0,3.96
741,Singapore,SGP,2009,190.844935,12.07096993,216125000000.0,167.3478768,0.596720257,7125.104286,4987573.0,5.86
742,Singapore,SGP,2010,197.9989608,23.06933632,247506000000.0,171.686595,2.823661349,7231.811966,5076732.0,4.12
743,Singapore,SGP,2011,203.3277086,17.59636716,262888000000.0,175.7709227,5.247793398,7363.193182,5183688.0,3.89
744,Singapore,SGP,2012,196.7196129,18.74388439,274548000000.0,172.4933529,4.575602704,7524.6983,5312437.0,3.72
745,Singapore,SGP,2013,195.0777963,20.93448104,287775000000.0,171.9639837,2.358604154,7636.721358,5399162.0,3.86
746,Singapore,SGP,2014,191.9535358,21.81934907,299101000000.0,168.5137834,1.02514803,7714.702398,5469724.0,3.74
747,Singapore,SGP,2015,178.3846085,22.65377074,308004000000.0,151.0867904,-0.522618167,7806.77292,5535002.0,3.79
748,Singapore,SGP,2016,164.7717536,20.50073434,318974000000.0,138.559211,-0.53226874,7908.720733,5607283.0,4.08
749,Singapore,SGP,2017,171.3970227,29.76741349,333843000000.0,144.9887396,0.57626031,7882.377809,5612253.0,4.2
750,Singapore,SGP,2018,176.5921442,21.52819532,346066000000.0,147.7282672,0.438620118,7897.305322,5638676.0,3.641
751,Singapore,SGP,2019,175.2741157,28.04281661,349858000000.0,146.5332956,0.565260569,7965.878492,5703569.0,3.1
752,Singapore,SGP,2020,181.7168089,22.71894224,335363000000.0,150.011125,-0.181916667,7918.951253,5685807.0,4.1
753,Singapore,SGP,2021,184.8354904,34.89893053,360897000000.0,153.4742634,2.30485959,7918.951253,5453566.0,3.54
755,Thailand,THA,1960,16.1446432,0.0,15908745237.0,17.41521516,-0.765864333,7918.951253,26596584.0,0.0
756,Thailand,THA,1961,17.33547566,0.0,16761795431.0,17.1100957,7.386990077,53.63182485,27399963.0,0.0
757,Thailand,THA,1962,15.68676283,0.0,18028024108.0,17.64941741,3.696098563,55.28034215,28242174.0,0.0
758,Thailand,THA,1963,15.13425622,0.0,19470235531.0,18.37508341,0.0,56.98706962,29114124.0,0.0
759,Thailand,THA,1964,17.35483085,0.0,20800246570.0,18.77520984,-0.792079208,58.74762278,30013573.0,0.0
760,Thailand,THA,1965,16.85509512,0.0,22502052343.0,18.06114306,0.166333998,60.56151031,30940270.0,0.0
761,Thailand,THA,1966,17.61438131,0.0,25004847276.0,17.94586899,4.035204251,62.40825618,31883754.0,0.0
762,Thailand,THA,1967,18.1616647,0.0,27159260500.0,20.2114601,4.309656824,64.27869209,32839341.0,0.0
763,Thailand,THA,1968,16.93876797,0.0,29365209037.0,20.68150437,1.790359602,66.17345613,33807357.0,0.0
764,Thailand,THA,1969,16.06169615,0.0,31288824006.0,20.06060467,2.45039086,68.09211963,34787583.0,0.0
765,Thailand,THA,1970,15.02035283,0.604002716,34858237112.0,19.38195393,-0.088041086,70.05760144,35791728.0,0.0
766,Thailand,THA,1971,15.98891781,0.526988264,36564678105.0,18.81290737,0.484652665,72.04681438,36807997.0,0.0
767,Thailand,THA,1972,18.18930055,0.838977078,38129100797.0,19.18400955,4.837766735,74.05583198,37834384.0,0.0
768,Thailand,THA,1973,18.60288186,0.718116753,42032160660.0,20.0463758,15.5095497,76.08890368,38873060.0,0.0
769,Thailand,THA,1974,21.58918291,1.374068738,43909423458.0,23.95558687,24.31355983,78.10088473,39900961.0,0.0
770,Thailand,THA,1975,18.36300781,0.575338838,46091899737.0,22.97494341,5.330097087,80.07295308,40908471.0,0.0
771,Thailand,THA,1976,20.23520889,0.465800791,50390804150.0,22.70505012,4.149305555,81.97875864,41882128.0,0.0
772,Thailand,THA,1977,19.95836395,0.536307224,55351004430.0,25.3776947,7.601266878,83.86110904,42843802.0,0.0
773,Thailand,THA,1978,19.8857021,0.231824908,61049803551.0,24.11327267,7.924089853,85.74588463,43806715.0,0.0
774,Thailand,THA,1979,22.5711224,0.201963584,64329256454.0,29.29683378,9.897365966,87.6119928,44760091.0,0.0
775,Thailand,THA,1980,24.11144779,0.586829184,67657356915.0,30.36761782,19.70350052,89.52563761,45737753.0,0.0
776,Thailand,THA,1981,23.84738164,0.833824534,71653787520.0,30.12128482,12.66299307,91.46253009,46727292.0,0.0
777,Thailand,THA,1982,22.91790665,0.52164432,75488948121.0,24.63042218,5.259079903,93.36714361,47700340.0,0.0
778,Thailand,THA,1983,20.11120637,0.873082558,79704403826.0,27.27328968,3.726536621,95.26623148,48670565.0,0.0
779,Thailand,THA,1984,21.90138308,0.959431442,84289344064.0,26.16788234,0.86489843,97.15736068,49636724.0,0.0
780,Thailand,THA,1985,23.2136294,0.419531496,88206472477.0,25.94159905,2.431731234,99.03294251,50594940.0,0.0
781,Thailand,THA,1986,25.6017967,0.609104346,93087666744.0,23.56905798,1.841675968,100.8868719,51542094.0,0.0
782,Thailand,THA,1987,28.89401099,0.696407326,101949000000.0,28.3339735,2.466461128,102.7210965,52479181.0,0.0
783,Thailand,THA,1988,33.01196847,1.792476572,115496000000.0,34.40150204,3.862730747,104.5449412,53410965.0,0.0
784,Thailand,THA,1989,34.92152805,2.457339494,129575000000.0,37.48540547,5.35546508,106.332095,54324004.0,0.0
785,Thailand,THA,1990,34.13192824,2.863208361,144045000000.0,41.65043612,5.863994744,108.1023508,55228410.0,0.0
786,Thailand,THA,1991,35.96430952,2.050177848,156373000000.0,42.50682546,5.709852599,109.8081094,56099865.0,2.63
787,Thailand,THA,1992,36.97247567,1.895888261,169013000000.0,40.98217002,4.139145751,111.450645,56939020.0,1.35
788,Thailand,THA,1993,36.81728956,1.399682301,182960000000.0,40.92882756,3.312191684,113.0890838,57776082.0,1.49
789,Thailand,THA,1994,38.24211391,0.931557288,197591000000.0,43.00683908,5.047748977,114.7213882,58610010.0,1.35
790,Thailand,THA,1995,41.53234507,1.221616054,213636000000.0,48.22382987,5.818181818,116.316299,59424834.0,1.1
791,Thailand,THA,1996,39.0184202,1.276169045,225711000000.0,45.2557278,5.805105547,117.8553035,60211096.0,1.07
792,Thailand,THA,1997,48.23705871,2.593380616,219496000000.0,46.81473194,5.625797471,119.3781597,60989108.0,0.87
793,Thailand,THA,1998,57.93730284,6.434808734,202739000000.0,42.30317089,7.99472875,120.8581436,61745217.0,3.4
794,Thailand,THA,1999,56.43854286,4.817812226,212009000000.0,44.26774584,0.284726459,122.223279,62442651.0,2.97
795,Thailand,THA,2000,64.84025074,2.663128488,221455000000.0,56.45770461,1.591969175,123.444583,63066603.0,2.39
796,Thailand,THA,2001,63.25068976,4.212235095,229082000000.0,57.01727652,1.626908873,124.5862945,63649892.0,2.6
797,Thailand,THA,2002,60.6457526,2.488154004,243169000000.0,54.32399042,0.697308977,125.707256,64222580.0,1.82
798,Thailand,THA,2003,61.52255163,3.43593844,260650000000.0,55.17026807,1.804349946,126.7923741,64776956.0,1.54
799,Thailand,THA,2004,65.97185734,3.389473689,277044000000.0,61.44001638,2.759149262,127.8380199,65311166.0,1.51
800,Thailand,THA,2005,68.4027169,4.339583844,288645000000.0,69.45114993,4.540369196,128.8366576,65821360.0,1.35
801,Thailand,THA,2006,68.67534203,4.021258511,302985000000.0,65.41160416,4.63747436,129.8117501,66319525.0,1.22
802,Thailand,THA,2007,68.87227517,3.283571201,319452000000.0,61.00095182,2.241540953,130.8045842,66826754.0,1.18
803,Thailand,THA,2008,71.41641811,2.938248966,324965000000.0,69.02059343,5.468489496,131.7861751,67328239.0,1.18
804,Thailand,THA,2009,64.43861249,2.275903967,322721000000.0,54.83080636,-0.845716092,132.7363111,67813654.0,1.49
805,Thailand,THA,2010,66.48617316,4.3232086,346968000000.0,60.76434948,3.247588424,133.6305056,68270489.0,0.62
806,Thailand,THA,2011,70.85490938,0.667086923,349883000000.0,68.82049784,3.808790581,134.4963613,68712846.0,0.66
807,Thailand,THA,2012,68.95123563,3.244565278,375224000000.0,68.72370288,3.014899503,135.3657793,69157023.0,0.58
808,Thailand,THA,2013,67.17114107,3.791268581,385309000000.0,65.2911331,2.184886185,136.1909648,69578602.0,0.25
809,Thailand,THA,2014,68.39413516,1.221451939,389102000000.0,62.51136028,1.895141819,136.939347,69960943.0,0.58
810,Thailand,THA,2015,67.63669027,2.224684385,401296000000.0,57.20297188,-0.900424963,137.5920394,70294397.0,0.6
811,Thailand,THA,2016,67.07088397,0.843364747,415082000000.0,53.50434332,0.188149704,138.2039911,70607037.0,0.69
812,Thailand,THA,2017,66.67283247,1.815502013,432422000000.0,54.21859497,0.665631893,138.7739083,70898202.0,0.83
813,Thailand,THA,2018,64.8380969,2.712796168,450683000000.0,56.00376783,1.063897542,139.2233201,71127802.0,0.77
814,Thailand,THA,2019,59.50748534,1.014317288,460380000000.0,50.16101017,0.706728601,139.5755701,71307763.0,0.72
815,Thailand,THA,2020,51.57295015,-0.990125094,431857000000.0,46.25197554,-0.845937147,139.9042142,71475664.0,1.1
816,Thailand,THA,2021,58.20876177,2.893756067,438481000000.0,58.44843464,1.230395413,139.9042142,71601103.0,0.992
818,Timor-Leste,TLS,1960,0.0,0.0,0.0,0.0,0.0,139.9042142,468573.0,0.0
819,Timor-Leste,TLS,1961,0.0,0.0,0.0,0.0,0.0,31.99704102,475796.0,0.0
820,Timor-Leste,TLS,1962,0.0,0.0,0.0,0.0,0.0,32.50329523,483324.0,0.0
821,Timor-Leste,TLS,1963,0.0,0.0,0.0,0.0,0.0,33.02737054,491117.0,0.0
822,Timor-Leste,TLS,1964,0.0,0.0,0.0,0.0,0.0,33.56664425,499136.0,0.0
823,Timor-Leste,TLS,1965,0.0,0.0,0.0,0.0,0.0,34.12757229,507477.0,0.0
824,Timor-Leste,TLS,1966,0.0,0.0,0.0,0.0,0.0,34.7139879,516197.0,0.0
825,Timor-Leste,TLS,1967,0.0,0.0,0.0,0.0,0.0,35.32441157,525274.0,0.0
826,Timor-Leste,TLS,1968,0.0,0.0,0.0,0.0,0.0,35.95487559,534649.0,0.0
827,Timor-Leste,TLS,1969,0.0,0.0,0.0,0.0,0.0,36.6,544242.0,0.0
828,Timor-Leste,TLS,1970,0.0,0.0,0.0,0.0,0.0,37.25763282,554021.0,0.0
829,Timor-Leste,TLS,1971,0.0,0.0,0.0,0.0,0.0,37.92555481,563953.0,0.0
830,Timor-Leste,TLS,1972,0.0,0.0,0.0,0.0,0.0,38.60215198,574014.0,0.0
831,Timor-Leste,TLS,1973,0.0,0.0,0.0,0.0,0.0,39.27605918,584035.0,0.0
832,Timor-Leste,TLS,1974,0.0,0.0,0.0,0.0,0.0,39.83032952,592277.0,0.0
833,Timor-Leste,TLS,1975,0.0,0.0,0.0,0.0,0.0,40.35817081,600126.0,0.0
834,Timor-Leste,TLS,1976,0.0,0.0,0.0,0.0,0.0,40.99865501,609650.0,0.0
835,Timor-Leste,TLS,1977,0.0,0.0,0.0,0.0,0.0,41.64815064,619308.0,0.0
836,Timor-Leste,TLS,1978,0.0,0.0,0.0,0.0,0.0,42.21055817,627671.0,0.0
837,Timor-Leste,TLS,1979,0.0,0.0,0.0,0.0,0.0,42.6731002,634549.0,0.0
838,Timor-Leste,TLS,1980,0.0,0.0,0.0,0.0,0.0,43.18924008,642224.0,0.0
839,Timor-Leste,TLS,1981,0.0,0.0,0.0,0.0,0.0,43.66173504,649250.0,0.0
840,Timor-Leste,TLS,1982,0.0,0.0,0.0,0.0,0.0,44.05595158,655112.0,0.0
841,Timor-Leste,TLS,1983,0.0,0.0,0.0,0.0,0.0,44.5468729,662412.0,0.0
842,Timor-Leste,TLS,1984,0.0,0.0,0.0,0.0,0.0,45.14949563,671373.0,0.0
843,Timor-Leste,TLS,1985,0.0,0.0,0.0,0.0,0.0,45.87148621,682109.0,0.0
844,Timor-Leste,TLS,1986,0.0,0.0,0.0,0.0,0.0,46.68796234,694250.0,0.0
845,Timor-Leste,TLS,1987,0.0,0.0,0.0,0.0,0.0,47.59663753,707762.0,0.0
846,Timor-Leste,TLS,1988,0.0,0.0,0.0,0.0,0.0,48.600538,722690.0,0.0
847,Timor-Leste,TLS,1989,0.0,0.0,0.0,0.0,0.0,49.74680565,739735.0,0.0
848,Timor-Leste,TLS,1990,0.0,0.0,0.0,0.0,0.0,50.98224613,758106.0,0.0
849,Timor-Leste,TLS,1991,0.0,0.0,0.0,0.0,0.0,51.96065905,772655.0,3.61
850,Timor-Leste,TLS,1992,0.0,0.0,0.0,0.0,0.0,52.70376597,783705.0,3.599
851,Timor-Leste,TLS,1993,0.0,0.0,0.0,0.0,0.0,53.47538668,795179.0,3.587
852,Timor-Leste,TLS,1994,0.0,0.0,0.0,0.0,0.0,54.27807666,807115.0,3.606
853,Timor-Leste,TLS,1995,0.0,0.0,0.0,0.0,0.0,55.09253531,819226.0,3.596
854,Timor-Leste,TLS,1996,0.0,0.0,0.0,0.0,0.0,55.90242098,831269.0,3.567
855,Timor-Leste,TLS,1997,0.0,0.0,0.0,0.0,0.0,56.71425689,843341.0,3.62
856,Timor-Leste,TLS,1998,0.0,0.0,0.0,0.0,0.0,57.52582381,855409.0,3.67
857,Timor-Leste,TLS,1999,0.0,0.0,0.0,0.0,0.0,58.28170814,866649.0,4.034
858,Timor-Leste,TLS,2000,10.61429701,0.0,832710142.7,164.9302524,0.0,59.06926698,878360.0,3.448
859,Timor-Leste,TLS,2001,8.970464568,0.0,968839033.3,157.7259089,0.0,60.05386685,893001.0,3.4
860,Timor-Leste,TLS,2002,7.803589609,0.0,903920093.6,172.5695783,0.0,61.17276395,909639.0,3.624
861,Timor-Leste,TLS,2003,6.866069217,0.92141926,884194141.6,115.4459148,7.165158914,62.32151984,926721.0,3.557
862,Timor-Leste,TLS,2004,7.474560326,0.92141926,887730918.1,99.86660067,3.23751394,63.61728312,945989.0,3.512
863,Timor-Leste,TLS,2005,7.136228451,0.196416244,914253202.9,67.53969527,1.111674004,65.18581036,969313.0,3.466
864,Timor-Leste,TLS,2006,9.229056654,1.868221514,876591401.8,89.64389872,3.936162599,66.88392737,994564.0,3.521
865,Timor-Leste,TLS,2007,9.996960306,1.601903948,966550892.6,118.7639329,10.30090202,68.55158036,1019362.0,3.353
866,Timor-Leste,TLS,2008,9.346864163,6.121575146,1076646295.0,125.9103335,9.064236219,70.1463349,1043076.0,3.321
867,Timor-Leste,TLS,2009,9.167022245,6.597319086,1185864629.0,148.5314457,0.669681186,71.65702757,1065540.0,3.313
868,Timor-Leste,TLS,2010,8.565421267,3.439765331,1296498969.0,125.8475186,6.765976802,73.2001345,1088486.0,3.3
869,Timor-Leste,TLS,2011,6.406545696,4.706219138,1373719145.0,134.3764242,13.49984024,74.84707465,1112976.0,3.549
870,Timor-Leste,TLS,2012,7.123843752,3.480076481,1440462635.0,121.3949712,11.80030967,76.50813719,1137676.0,3.777
871,Timor-Leste,TLS,2013,5.585424024,4.002602822,1485158471.0,74.06055847,10.98723442,78.1139879,1161555.0,4.014
872,Timor-Leste,TLS,2014,4.572505918,2.342655064,1551574195.0,78.17611783,0.848838206,79.67921991,1184830.0,4.213
873,Timor-Leste,TLS,2015,3.04233921,2.696576493,1594447631.0,56.87764171,0.646148614,81.09031607,1205813.0,4.451
874,Timor-Leste,TLS,2016,3.137006698,0.33191783,1648387433.0,56.80258091,-1.469842879,82.35117687,1224562.0,4.66
875,Timor-Leste,TLS,2017,2.392639121,0.4208708,1597985523.0,55.84358559,0.52297668,83.6069267,1243235.0,4.749
876,Timor-Leste,TLS,2018,2.916721641,3.064520368,1586955336.0,61.5750516,2.29424307,84.85843981,1261845.0,4.718
877,Timor-Leste,TLS,2019,21.36460766,3.676530684,1960108694.0,49.49965747,0.95881274,86.10880968,1280438.0,4.452
878,Timor-Leste,TLS,2020,36.73801692,3.353356032,2585667331.0,48.14698023,0.95881274,87.42400807,1299995.0,4.804
879,Timor-Leste,TLS,2021,63.88773783,1.901053504,2722486416.0,36.27871732,0.95881274,87.42400807,1320942.0,4.975
881,Uzbekistan,UZB,1960,0.0,0.0,0.0,0.0,0.0,87.42400807,8372311.0,0.0
882,Uzbekistan,UZB,1961,0.0,0.0,0.0,0.0,0.0,20.43264692,8692048.0,0.0
883,Uzbekistan,UZB,1962,0.0,0.0,0.0,0.0,0.0,21.24640809,9038222.0,0.0
884,Uzbekistan,UZB,1963,0.0,0.0,0.0,0.0,0.0,22.08412788,9394588.0,0.0
885,Uzbekistan,UZB,1964,0.0,0.0,0.0,0.0,0.0,22.93875646,9758147.0,0.0
886,Uzbekistan,UZB,1965,0.0,0.0,0.0,0.0,0.0,23.81310766,10130096.0,0.0
887,Uzbekistan,UZB,1966,0.0,0.0,0.0,0.0,0.0,24.69433239,10504969.0,0.0
888,Uzbekistan,UZB,1967,0.0,0.0,0.0,0.0,0.0,25.5795322,10881533.0,0.0
889,Uzbekistan,UZB,1968,0.0,0.0,0.0,0.0,0.0,26.47296662,11261600.0,0.0
890,Uzbekistan,UZB,1969,0.0,0.0,0.0,0.0,0.0,27.36633756,11641640.0,0.0
891,Uzbekistan,UZB,1970,0.0,0.0,0.0,0.0,0.0,28.23545134,12011361.0,0.0
892,Uzbekistan,UZB,1971,0.0,0.0,0.0,0.0,0.0,29.07879643,12370120.0,0.0
893,Uzbekistan,UZB,1972,0.0,0.0,0.0,0.0,0.0,29.93239774,12733242.0,0.0
894,Uzbekistan,UZB,1973,0.0,0.0,0.0,0.0,0.0,30.81318289,13107928.0,0.0
895,Uzbekistan,UZB,1974,0.0,0.0,0.0,0.0,0.0,31.7224048,13494711.0,0.0
896,Uzbekistan,UZB,1975,0.0,0.0,0.0,0.0,0.0,32.66184062,13894347.0,0.0
897,Uzbekistan,UZB,1976,0.0,0.0,0.0,0.0,0.0,33.63280912,14307397.0,0.0
898,Uzbekistan,UZB,1977,0.0,0.0,0.0,0.0,0.0,34.63025153,14731709.0,0.0
899,Uzbekistan,UZB,1978,0.0,0.0,0.0,0.0,0.0,35.62368124,15154314.0,0.0
900,Uzbekistan,UZB,1979,0.0,0.0,0.0,0.0,0.0,36.57476963,15558907.0,0.0
901,Uzbekistan,UZB,1980,0.0,0.0,0.0,0.0,0.0,37.48737424,15947129.0,0.0
902,Uzbekistan,UZB,1981,0.0,0.0,0.0,0.0,0.0,38.40066291,16335642.0,0.0
903,Uzbekistan,UZB,1982,0.0,0.0,0.0,0.0,0.0,39.34095675,16735643.0,0.0
904,Uzbekistan,UZB,1983,0.0,0.0,0.0,0.0,0.0,40.32171368,17152857.0,0.0
905,Uzbekistan,UZB,1984,0.0,0.0,0.0,0.0,0.0,41.35957687,17594364.0,0.0
906,Uzbekistan,UZB,1985,0.0,0.0,0.0,0.0,0.0,42.46168547,18063201.0,0.0
907,Uzbekistan,UZB,1986,0.0,0.0,0.0,0.0,0.0,43.62954396,18560008.0,0.0
908,Uzbekistan,UZB,1987,0.0,0.0,28089418178.0,0.0,0.0,44.84525153,19077170.0,0.0
909,Uzbekistan,UZB,1988,0.0,0.0,30656392768.0,0.0,0.0,46.07434885,19600028.0,0.0
910,Uzbekistan,UZB,1989,0.0,0.0,31604071990.0,0.0,0.0,47.25646921,20102902.0,0.0
911,Uzbekistan,UZB,1990,0.0,0.0,32109737144.0,0.0,0.0,48.21344617,20510000.0,0.0
912,Uzbekistan,UZB,1991,0.0,0.0,31951757236.0,0.0,0.0,49.25246827,20952000.0,1.9
913,Uzbekistan,UZB,1992,0.0,0.069544805,28373160426.0,0.0,0.0,50.42078044,21449000.0,2.9
914,Uzbekistan,UZB,1993,0.0,0.366439799,27720577735.0,0.0,0.0,51.5796897,21942000.0,4.9
915,Uzbekistan,UZB,1994,0.0,0.565928456,26279107695.0,0.0,0.0,52.6022567,22377000.0,7.3
916,Uzbekistan,UZB,1995,0.0,-0.179768967,26042595724.0,0.0,0.0,53.56135402,22785000.0,7.8
917,Uzbekistan,UZB,1996,0.0,0.645212527,26485319852.0,0.0,0.0,54.59567466,23225000.0,10.7
918,Uzbekistan,UZB,1997,27.10911827,1.131261325,27862556484.0,30.08947309,0.0,55.63469676,23667000.0,10.9
919,Uzbekistan,UZB,1998,22.56421953,0.931351445,29060646413.0,22.85373525,0.0,56.53737659,24051000.0,13.3
920,Uzbekistan,UZB,1999,18.17908919,0.709665611,30310254209.0,18.43976962,0.0,57.15009403,24311650.0,13.3
921,Uzbekistan,UZB,2000,24.66270426,0.54285763,31472652458.0,19.39132572,0.0,56.54215361,24650400.0,12.211
922,Uzbekistan,UZB,2001,29.67510608,0.726225244,32783122799.0,27.1011715,0.0,57.2696032,24964450.0,11.181
923,Uzbekistan,UZB,2002,30.92044509,0.674044441,34085756313.0,28.03407962,0.0,57.97479302,25271850.0,10.113
924,Uzbekistan,UZB,2003,38.23758635,0.815041486,35528479368.0,32.22168834,0.0,58.65794708,25567650.0,9.072
925,Uzbekistan,UZB,2004,41.78988663,1.467993801,38174996011.0,34.80578256,0.0,59.34191115,25864350.0,8.171
926,Uzbekistan,UZB,2005,37.80902948,1.492160565,40828160981.0,31.71622895,0.0,60.03684762,26167000.0,7.071
927,Uzbekistan,UZB,2006,36.51368764,1.195305576,43870438112.0,30.95760453,0.0,60.77377538,26488250.0,6.012
928,Uzbekistan,UZB,2007,39.67092941,2.991762073,48026287041.0,34.74326357,0.0,61.62611472,26868000.0,4.99
929,Uzbekistan,UZB,2008,41.1685228,1.854387891,52362657829.0,38.57946923,0.0,62.62584095,27302800.0,4.89
930,Uzbekistan,UZB,2009,34.66263094,1.819851739,56578340499.0,34.01051126,0.0,63.69473213,27767400.0,5.04
931,Uzbekistan,UZB,2010,24.2754046,3.34115466,60876692057.0,24.98046521,0.0,65.52632303,28562400.0,5.36
932,Uzbekistan,UZB,2011,23.66939409,2.683751116,65457748297.0,25.97407863,13.77974465,67.32169368,29339400.0,4.96
933,Uzbekistan,UZB,2012,19.26736572,1.102301202,70106848794.0,24.96058928,13.20880267,68.32147774,29774500.0,4.87
934,Uzbekistan,UZB,2013,18.62993168,0.945033997,75222230329.0,23.73697391,11.84143336,69.39872278,30243200.0,4.86
935,Uzbekistan,UZB,2014,16.04444803,1.000274787,80392884913.0,20.31463112,9.283093562,70.57934,30757700.0,5.09
936,Uzbekistan,UZB,2015,13.76629135,1.207940145,86196265192.0,16.98421731,8.751881967,71.03699501,31298900.0,5.15
937,Uzbekistan,UZB,2016,12.33306571,1.930484665,91309557627.0,16.85923133,8.130886695,72.28449968,31847900.0,5.16
938,Uzbekistan,UZB,2017,20.74806549,2.896683542,95322863451.0,27.03659386,13.87574254,73.51221549,32388600.0,5.83
939,Uzbekistan,UZB,2018,26.96189757,1.186869129,100427000000.0,44.56424563,17.52417965,74.80043669,32956100.0,5.856
940,Uzbekistan,UZB,2019,28.42139186,3.866754969,106161000000.0,44.435895,14.52573596,76.22283256,33580350.0,5.861
941,Uzbekistan,UZB,2020,24.28806309,2.885497762,108164000000.0,37.74120572,12.86772974,77.68535119,34232050.0,5.29
942,Uzbekistan,UZB,2021,23.73915501,3.286508199,116190000000.0,40.14338095,10.84923975,77.68535119,34915100.0,6.017
944,Vietnam,VNM,1960,0.0,0.0,0.0,0.0,0.0,77.68535119,32718461.0,0.0
945,Vietnam,VNM,1961,0.0,0.0,0.0,0.0,0.0,103.2965129,33621982.0,0.0
